Город	Возраст	Численность населения	Год
Уфа	61-80	100	1998
Уфа	80-100	74	1998
Уфа	101+	15	1998
Красноярск	0-3	77	1998
Красноярск	3-7	61	1998
Красноярск	8-14	63	1998
Красноярск	15-18	56	1998
Красноярск	18-25	37	1998
Красноярск	26-35	88	1998
Красноярск	36-45	66	1998
Красноярск	46-60	58	1998
Красноярск	61-80	84	1998
Красноярск	80-100	28	1998
Красноярск	101+	23	1998
Москва	0-3	52	2001
Москва	3-7	89	2001
Москва	8-14	45	2001
Москва	15-18	21	2001
Москва	18-25	54	2001
Москва	26-35	55	2001
Москва	36-45	47	2001
Москва	46-60	67	2001
Москва	61-80	50	2001
Москва	80-100	81	2001
Москва	101+	57	2001
Санкт-Петербург	0-3	56	2001
Санкт-Петербург	3-7	67	2001
Санкт-Петербург	8-14	29	2001
Санкт-Петербург	15-18	56	2001
Санкт-Петербург	18-25	61	2001
Санкт-Петербург	26-35	21	2001
Санкт-Петербург	36-45	57	2001
Санкт-Петербург	46-60	79	2001
Санкт-Петербург	61-80	90	2001
Санкт-Петербург	80-100	97	2001
Санкт-Петербург	101+	34	2001
Новосибирск	0-3	73	2001
Новосибирск	3-7	12	2001
Новосибирск	8-14	93	2001
Новосибирск	15-18	50	2001
Новосибирск	18-25	55	2001
Новосибирск	26-35	56	2001
Новосибирск	36-45	27	2001
Новосибирск	46-60	95	2001
Новосибирск	61-80	50	2001
Новосибирск	80-100	21	2001
Новосибирск	101+	61	2001
Екатеринбург	0-3	34	2001
Екатеринбург	3-7	44	2001
Екатеринбург	8-14	84	2001
Екатеринбург	15-18	95	2001
Екатеринбург	18-25	73	2001
Екатеринбург	26-35	32	2001
Екатеринбург	36-45	60	2001
Екатеринбург	46-60	77	2001
Екатеринбург	61-80	99	2001
Екатеринбург	80-100	70	2001
Екатеринбург	101+	96	2001
Казань	0-3	74	2001
Казань	3-7	91	2001
Казань	8-14	16	2001
Казань	15-18	27	2001
Казань	18-25	88	2001
Казань	26-35	66	2001
Казань	36-45	98	2001
Казань	46-60	76	2001
Казань	61-80	77	2001
Казань	80-100	37	2001
Казань	101+	39	2001
Нижний Новгород	0-3	71	2001
Нижний Новгород	3-7	37	2001
Нижний Новгород	8-14	32	2001
Нижний Новгород	15-18	29	2001
Нижний Новгород	18-25	56	2001
Нижний Новгород	26-35	96	2001
Нижний Новгород	36-45	99	2001
Нижний Новгород	46-60	14	2001
Нижний Новгород	61-80	96	2001
Нижний Новгород	80-100	64	2001
Нижний Новгород	101+	46	2001
Челябинск	0-3	74	2001
Челябинск	3-7	24	2001
Челябинск	8-14	12	2001
Челябинск	15-18	49	2001
Челябинск	18-25	50	2001
Челябинск	26-35	16	2001
Челябинск	36-45	37	2001
Челябинск	46-60	50	2001
Челябинск	61-80	55	2001
Челябинск	80-100	61	2001
Челябинск	101+	32	2001
Самара	0-3	67	2001
Самара	3-7	94	2001
Самара	8-14	88	2001
Самара	15-18	90	2001
Самара	18-25	49	2001
Самара	26-35	38	2001
Самара	36-45	78	2001
Самара	46-60	95	2001
Самара	61-80	99	2001
Самара	80-100	89	2001
Самара	101+	65	2001
Омск	0-3	79	2001
Омск	3-7	85	2001
Омск	8-14	62	2001
Омск	15-18	57	2001
Омск	18-25	21	2001
Омск	26-35	99	2001
Омск	36-45	80	2001
Омск	46-60	51	2001
Омск	61-80	69	2001
Омск	80-100	27	2001
Омск	101+	71	2001
Ростов-на-Дону	0-3	57	2001
Ростов-на-Дону	3-7	89	2001
Ростов-на-Дону	8-14	31	2001
Ростов-на-Дону	15-18	59	2001
Ростов-на-Дону	18-25	55	2001
Ростов-на-Дону	26-35	82	2001
Ростов-на-Дону	36-45	58	2001
Ростов-на-Дону	46-60	23	2001
Ростов-на-Дону	61-80	19	2001
Ростов-на-Дону	80-100	56	2001
Ростов-на-Дону	101+	96	2001
Уфа	0-3	84	2001
Уфа	3-7	46	2001
Уфа	8-14	15	2001
Уфа	15-18	44	2001
Уфа	18-25	80	2001
Уфа	26-35	96	2001
Уфа	36-45	80	2001
Уфа	46-60	60	2001
Уфа	61-80	34	2001
Уфа	80-100	65	2001
Уфа	101+	60	2001
Красноярск	0-3	97	2001
Красноярск	3-7	93	2001
Красноярск	8-14	38	2001
Красноярск	15-18	16	2001
Красноярск	18-25	17	2001
Красноярск	26-35	65	2001
Красноярск	36-45	34	2001
Красноярск	46-60	48	2001
Красноярск	61-80	19	2001
Красноярск	80-100	41	2001
Красноярск	101+	95	2001
Москва	0-3	92	2004
Москва	3-7	76	2004
Москва	8-14	55	2004
Москва	15-18	72	2004
Москва	18-25	47	2004
Москва	26-35	58	2004
Москва	36-45	17	2004
Москва	46-60	15	2004
Москва	61-80	12	2004
Москва	80-100	79	2004
Москва	101+	60	2004
Санкт-Петербург	0-3	91	2004
Санкт-Петербург	3-7	74	2004
Санкт-Петербург	8-14	71	2004
Санкт-Петербург	15-18	31	2004
Санкт-Петербург	18-25	33	2004
Санкт-Петербург	26-35	43	2004
Санкт-Петербург	36-45	39	2004
Санкт-Петербург	46-60	78	2004
Санкт-Петербург	61-80	41	2004
Санкт-Петербург	80-100	21	2004
Санкт-Петербург	101+	68	2004
Новосибирск	0-3	20	2004
Новосибирск	3-7	70	2004
Новосибирск	8-14	32	2004
Новосибирск	15-18	11	2004
Новосибирск	18-25	80	2004
Новосибирск	26-35	90	2004
Новосибирск	36-45	57	2004
Новосибирск	46-60	50	2004
Новосибирск	61-80	37	2004
Новосибирск	80-100	28	2004
Новосибирск	101+	34	2004
Екатеринбург	0-3	46	2004
Екатеринбург	3-7	27	2004
Екатеринбург	8-14	12	2004
Екатеринбург	15-18	66	2004
Екатеринбург	18-25	25	2004
Екатеринбург	26-35	68	2004
Екатеринбург	36-45	58	2004
Екатеринбург	46-60	90	2004
Екатеринбург	61-80	10	2004
Екатеринбург	80-100	33	2004
Екатеринбург	101+	65	2004
Казань	0-3	55	2004
Казань	3-7	82	2004
Казань	8-14	54	2004
Казань	15-18	55	2004
Казань	18-25	86	2004
Казань	26-35	15	2004
Казань	36-45	98	2004
Казань	46-60	79	2004
Казань	61-80	27	2004
Казань	80-100	94	2004
Казань	101+	47	2004
Нижний Новгород	0-3	83	2004
Нижний Новгород	3-7	78	2004
Нижний Новгород	8-14	49	2004
Нижний Новгород	15-18	84	2004
Нижний Новгород	18-25	90	2004
Нижний Новгород	26-35	37	2004
Нижний Новгород	36-45	79	2004
Нижний Новгород	46-60	25	2004
Нижний Новгород	61-80	51	2004
Нижний Новгород	80-100	15	2004
Нижний Новгород	101+	57	2004
Челябинск	0-3	44	2004
Челябинск	3-7	84	2004
Челябинск	8-14	93	2004
Челябинск	15-18	10	2004
Челябинск	18-25	25	2004
Челябинск	26-35	83	2004
Челябинск	36-45	64	2004
Челябинск	46-60	21	2004
Челябинск	61-80	36	2004
Челябинск	80-100	17	2004
Челябинск	101+	73	2004
Самара	0-3	31	2004
Самара	3-7	100	2004
Самара	8-14	94	2004
Самара	15-18	45	2004
Самара	18-25	52	2004
Самара	26-35	59	2004
Самара	36-45	76	2004
Самара	46-60	21	2004
Самара	61-80	93	2004
Самара	80-100	53	2004
Самара	101+	24	2004
Омск	0-3	77	2004
Омск	3-7	65	2004
Омск	8-14	64	2004
Омск	15-18	93	2004
Омск	18-25	94	2004
Омск	26-35	64	2004
Омск	36-45	14	2004
Омск	46-60	94	2004
Омск	61-80	71	2004
Омск	80-100	58	2004
Омск	101+	81	2004
Ростов-на-Дону	0-3	70	2004
Ростов-на-Дону	3-7	77	2004
Ростов-на-Дону	8-14	100	2004
Ростов-на-Дону	15-18	44	2004
Ростов-на-Дону	18-25	11	2004
Ростов-на-Дону	26-35	16	2004
Ростов-на-Дону	36-45	40	2004
Ростов-на-Дону	46-60	13	2004
Ростов-на-Дону	61-80	73	2004
Ростов-на-Дону	80-100	78	2004
Ростов-на-Дону	101+	48	2004
Уфа	0-3	82	2004
Уфа	3-7	51	2004
Уфа	8-14	77	2004
Уфа	15-18	98	2004
Уфа	18-25	29	2004
Уфа	26-35	50	2004
Уфа	36-45	41	2004
Уфа	46-60	89	2004
Уфа	61-80	39	2004
Уфа	80-100	25	2004
Уфа	101+	15	2004
Красноярск	0-3	67	2004
Красноярск	3-7	50	2004
Красноярск	8-14	41	2004
Красноярск	15-18	39	2004
Красноярск	18-25	73	2004
Красноярск	26-35	57	2004
Красноярск	36-45	77	2004
Красноярск	46-60	92	2004
Красноярск	61-80	26	2004
Красноярск	80-100	75	2004
Красноярск	101+	95	2004
Москва	0-3	59	2007
Москва	3-7	90	2007
Москва	8-14	87	2007
Москва	15-18	12	2007
Москва	18-25	67	2007
Москва	26-35	89	2007
Москва	36-45	24	2007
Москва	46-60	15	2007
Москва	61-80	44	2007
Москва	80-100	44	2007
Москва	101+	40	2007
Санкт-Петербург	0-3	53	2007
Санкт-Петербург	3-7	16	2007
Санкт-Петербург	8-14	75	2007
Санкт-Петербург	15-18	61	2007
Санкт-Петербург	18-25	63	2007
Санкт-Петербург	26-35	65	2007
Санкт-Петербург	36-45	24	2007
Санкт-Петербург	46-60	43	2007
Санкт-Петербург	61-80	55	2007
Санкт-Петербург	80-100	50	2007
Санкт-Петербург	101+	63	2007
Новосибирск	0-3	65	2007
Новосибирск	3-7	75	2007
Новосибирск	8-14	61	2007
Новосибирск	15-18	75	2007
Новосибирск	18-25	44	2007
Новосибирск	26-35	77	2007
Новосибирск	36-45	53	2007
Новосибирск	46-60	45	2007
Новосибирск	61-80	40	2007
Новосибирск	80-100	38	2007
Новосибирск	101+	36	2007
Екатеринбург	0-3	28	2007
Екатеринбург	3-7	85	2007
Екатеринбург	8-14	53	2007
Екатеринбург	15-18	91	2007
Екатеринбург	18-25	16	2007
Екатеринбург	26-35	99	2007
Екатеринбург	36-45	72	2007
Екатеринбург	46-60	40	2007
Екатеринбург	61-80	64	2007
Екатеринбург	80-100	57	2007
Екатеринбург	101+	96	2007
Казань	0-3	32	2007
Казань	3-7	17	2007
Казань	8-14	10	2007
Казань	15-18	72	2007
Казань	18-25	64	2007
Казань	26-35	60	2007
Казань	36-45	44	2007
Казань	46-60	10	2007
Казань	61-80	65	2007
Казань	80-100	12	2007
Казань	101+	61	2007
Нижний Новгород	0-3	69	2007
Нижний Новгород	3-7	90	2007
Нижний Новгород	8-14	19	2007
Нижний Новгород	15-18	73	2007
Нижний Новгород	18-25	26	2007
Нижний Новгород	26-35	27	2007
Нижний Новгород	36-45	68	2007
Нижний Новгород	46-60	70	2007
Нижний Новгород	61-80	54	2007
Нижний Новгород	80-100	74	2007
Нижний Новгород	101+	73	2007
Челябинск	0-3	87	2007
Челябинск	3-7	24	2007
Челябинск	8-14	22	2007
Челябинск	15-18	68	2007
Челябинск	18-25	77	2007
Челябинск	26-35	63	2007
Челябинск	36-45	58	2007
Челябинск	46-60	82	2007
Челябинск	61-80	50	2007
Челябинск	80-100	78	2007
Челябинск	101+	44	2007
Самара	0-3	35	2007
Самара	3-7	93	2007
Самара	8-14	24	2007
Самара	15-18	52	2007
Самара	18-25	80	2007
Самара	26-35	23	2007
Самара	36-45	30	2007
Самара	46-60	44	2007
Самара	61-80	81	2007
Самара	80-100	10	2007
Самара	101+	73	2007
Омск	0-3	82	2007
Омск	3-7	35	2007
Омск	8-14	97	2007
Омск	15-18	43	2007
Омск	18-25	86	2007
Омск	26-35	99	2007
Омск	36-45	20	2007
Омск	46-60	54	2007
Омск	61-80	76	2007
Омск	80-100	13	2007
Омск	101+	14	2007
Ростов-на-Дону	0-3	14	2007
Ростов-на-Дону	3-7	31	2007
Ростов-на-Дону	8-14	99	2007
Ростов-на-Дону	15-18	61	2007
Ростов-на-Дону	18-25	69	2007
Ростов-на-Дону	26-35	83	2007
Ростов-на-Дону	36-45	77	2007
Ростов-на-Дону	46-60	97	2007
Ростов-на-Дону	61-80	43	2007
Ростов-на-Дону	80-100	54	2007
Ростов-на-Дону	101+	89	2007
Уфа	0-3	42	2007
Уфа	3-7	98	2007
Уфа	8-14	58	2007
Уфа	15-18	13	2007
Уфа	18-25	57	2007
Уфа	26-35	64	2007
Уфа	36-45	52	2007
Уфа	46-60	48	2007
Уфа	61-80	83	2007
Уфа	80-100	92	2007
Уфа	101+	10	2007
Красноярск	0-3	81	2007
Красноярск	3-7	84	2007
Красноярск	8-14	58	2007
Красноярск	15-18	53	2007
Красноярск	18-25	30	2007
Красноярск	26-35	20	2007
Красноярск	36-45	98	2007
Красноярск	46-60	72	2007
Красноярск	61-80	57	2007
Красноярск	80-100	93	2007
Красноярск	101+	25	2007
Москва	0-3	36	2010
Москва	3-7	41	2010
Москва	8-14	25	2010
Москва	15-18	33	2010
Москва	18-25	11	2010
Москва	26-35	39	2010
Москва	36-45	21	2010
Москва	46-60	77	2010
Москва	61-80	27	2010
Москва	80-100	44	2010
Москва	101+	64	2010
Санкт-Петербург	0-3	85	2010
Санкт-Петербург	3-7	29	2010
Санкт-Петербург	8-14	49	2010
Санкт-Петербург	15-18	57	2010
Санкт-Петербург	18-25	66	2010
Санкт-Петербург	26-35	83	2010
Санкт-Петербург	36-45	10	2010
Санкт-Петербург	46-60	81	2010
Санкт-Петербург	61-80	19	2010
Санкт-Петербург	80-100	60	2010
Санкт-Петербург	101+	23	2010
Новосибирск	0-3	33	2010
Новосибирск	3-7	51	2010
Новосибирск	8-14	83	2010
Новосибирск	15-18	99	2010
Новосибирск	18-25	12	2010
Новосибирск	26-35	15	2010
Новосибирск	36-45	54	2010
Новосибирск	46-60	36	2010
Новосибирск	61-80	97	2010
Новосибирск	80-100	100	2010
Новосибирск	101+	14	2010
Екатеринбург	0-3	46	2010
Екатеринбург	3-7	19	2010
Екатеринбург	8-14	58	2010
Екатеринбург	15-18	19	2010
Екатеринбург	18-25	87	2010
Екатеринбург	26-35	92	2010
Екатеринбург	36-45	60	2010
Екатеринбург	46-60	18	2010
Екатеринбург	61-80	42	2010
Екатеринбург	80-100	55	2010
Екатеринбург	101+	48	2010
Казань	0-3	61	2010
Казань	3-7	54	2010
Казань	8-14	79	2010
Казань	15-18	91	2010
Казань	18-25	98	2010
Казань	26-35	61	2010
Казань	36-45	37	2010
Казань	46-60	24	2010
Казань	61-80	55	2010
Казань	80-100	68	2010
Казань	101+	42	2010
Нижний Новгород	0-3	83	2010
